岗位,公司,薪资,位置,公司性质,规模,工作领域,福利,学历,最低薪资,最高薪资,平均薪资
高薪诚聘数学教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '专业培训', '交通补贴', '满勤', '绩效奖金', '年终奖金', '员工旅游', '提供食宿', '子女免费入学']","""本科""",7.0,10.0,8.5
高薪诚聘化学教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '交通补贴', '满勤', '专业培训', '员工旅游', '绩效奖金', '年终奖金', '子女免费入学', '提供食宿']","""本科""",7.0,10.0,8.5
高薪诚聘教育咨询师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '专业培训', '员工旅游', '绩效奖金', '年终奖金', '提供食宿', '子女免费入学', '弹性工作']","""大专""",7.0,10.0,8.5
高薪诚聘地理教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '双休', '带薪培训', '提供食宿', '子女免费入学', '绩效奖金', '年终奖金', '员工旅游', '课时奖金', '续班奖金']","""本科""",7.0,10.0,8.5
高薪诚聘物理教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '带薪培训', '提供食宿', '交通补贴', '满勤', '绩效奖金', '年终奖金', '子女免费入学', '员工旅游']","""本科""",7.0,10.0,8.5
高薪诚聘英语教师,五常市百川文化教育机构,"[10.0, 12.0, 11.0]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '双休', '提供食宿', '带薪培训', '员工旅游', '绩效奖金', '年终奖金', '课时奖金', '子女免费入学', '续班奖金']","""大专""",10.0,12.0,11.0
高薪诚聘语文教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '双休', '带薪培训', '提供食宿', '子女免费入学', '绩效奖金', '年终奖金', '员工旅游', '课时奖金', '续班奖金']","""大专""",7.0,10.0,8.5
化学老师\寒暑假五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '提供食宿', '带薪培训', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助', '节假日福利', '寒暑假', '弹性工作']","""本科""",8.0,10.0,9.0
物理老师\寒暑假五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '提供食宿', '带薪培训', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助', '节假日福利', '寒暑假', '弹性工作']","""本科""",8.0,10.0,9.0
初中化学老师\双休五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '提供食宿', '带薪培训', '满勤奖', '绩效奖金', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助']","""本科""",8.0,10.0,9.0
高中化学老师\双休五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '提供食宿', '带薪培训', '满勤奖', '绩效奖金', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助']","""本科""",8.0,10.0,9.0
高中物理老师\双休五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '提供食宿', '带薪培训', '满勤奖', '绩效奖金', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助']","""本科""",8.0,10.0,9.0
化学老师\双休五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '提供食宿', '带薪培训', '满勤奖', '绩效奖金', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助']","""本科""",8.0,10.0,9.0
物理老师\双休五险,五常市百川文化教育机构,"[8.0, 10.0, 9.0]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '提供食宿', '带薪培训', '满勤奖', '绩效奖金', '年终奖金', '子女免费入学', '员工旅游', '餐饮补助']","""本科""",8.0,10.0,9.0
初中物理老师\双休五险,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '双休', '提供食宿', '子女免费入学', '带薪培训', '员工旅游', '绩效奖金', '年终奖金', '续班奖金', '课时奖金']","""大专""",7.0,10.0,8.5
物理老师-五常\双休五险,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '双休', '提供食宿', '子女免费入学', '带薪培训', '员工旅游', '绩效奖金', '年终奖金', '课时奖金', '续班奖金']","""大专""",7.0,10.0,8.5
数学老师-五常\双休五险,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '双休', '提供食宿', '寒暑假', '子女免费入学', '带薪培训', '员工旅游', '绩效奖金', '年终奖金', '课时奖金']","""大专""",7.0,10.0,8.5
高中物理老师,五常市百川文化教育机构,"[10.0, 12.0, 11.0]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '专业培训', '交通补贴', '满勤', '绩效奖金', '年终奖金', '员工旅游', '提供食宿', '子女免费入学']","""大专""",10.0,12.0,11.0
诚聘高中英语教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '满勤', '交通补贴', '专业培训', '提供食宿', '绩效奖金', '年终奖金', '员工旅游', '子女免费入学']","""本科""",7.0,10.0,8.5
初高中语文教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '专业培训', '交通补贴', '满勤', '绩效奖金', '年终奖金', '员工旅游', '子女免费入学', '提供食宿']","""本科""",7.0,10.0,8.5
初中数学老师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '带薪培训', '绩效奖金', '年终奖金', '员工旅游', '餐饮补贴', '满勤', '提供食宿', '子女免费入学']","""本科""",7.0,10.0,8.5
佳音英语教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '寒暑假', '提供食宿', '子女免费入学', '弹性工作', '专业培训', '员工旅游', '年终奖金']","""本科""",7.0,10.0,8.5
小学语文老师,五常市百川文化教育机构,"[5.0, 7.0, 6.0]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪培训', '提供食宿', '子女免费入学', '绩效奖金', '年终奖金', '员工旅游']","""大专""",5.0,7.0,6.0
初中语数外理化教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪年假', '带薪培训', '餐饮补贴', '满勤', '绩效奖金', '年终奖金', '员工旅游', '提供食宿', '子女免费入学']","""本科""",7.0,10.0,8.5
高薪诚聘小学部全职教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '带薪培训', '提供食宿', '子女免费入学', '绩效奖金', '年终奖金', '员工旅游']","""大专""",7.0,10.0,8.5
高薪诚聘佳音英语教师,五常市百川文化教育机构,"[7.0, 10.0, 8.5]",哈尔滨-五常市,民营公司,150-500人,"['教育', '培训', '院校']","['保险', '寒暑假', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '子女免费入学', '弹性工作', '提供食宿']","""本科""",7.0,10.0,8.5
1688 淘宝 拼多多 网店客服,黑龙江省蝉鸣广告传媒有限公司,"[4.0, 5.0, 4.5]",哈尔滨,民营公司,50-150人,['广告'],"['绩效奖金', '全勤奖', '节日福利', '社保', '三险']","""高中""",4.0,5.0,4.5
财务总监（医药行业）,天晴干细胞股份有限公司,"[18.0, 24.0, 21.0]",哈尔滨,民营公司,150-500人,"['制药', '生物工程']",[''],"""本科""",18.0,24.0,21.0
事业部总经理（部门正职）,黑龙江大数据产业发展有限公司,"[15.0, 20.0, 17.5]",哈尔滨-南岗区,国企,50-150人,['计算机软件'],"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']","""本科""",15.0,20.0,17.5
客服专员,哈尔滨松雷股份有限公司,"[4.0, 5.0, 4.5]",哈尔滨-香坊区,民营公司,500-1000人,"['批发', '零售']","['五险一金', '带薪年假', '节日福利', '工作餐']","""大专""",4.0,5.0,4.5
人事专员,世杰吉的堡少儿英语,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,50-150人,"['教育', '培训', '院校']",[''],"""大专""",4.0,5.0,4.5
文员库房管理,哈尔滨市三棵树铁路客车配件有限公司,"[4.0, 5.0, 4.5]",哈尔滨-松北区,民营公司,少于50人,"['机械', '设备', '重工']",[''],"""大专""",4.0,5.0,4.5
室内设计施工图,上海至启商务咨询中心,"[5.0, 7.0, 6.0]",哈尔滨-道里区,民营公司,少于50人,"['家居', '室内设计', '装潢']","['定期体检', '绩效奖金', '出国机会', '员工旅游', '带薪年假', '五险缴纳', '周末双休']","""本科""",5.0,7.0,6.0
会计,黑龙江华鼎建筑集团有限公司,"[4.0, 5.0, 4.5]",哈尔滨,民营公司,50-150人,"['建筑', '建材', '工程']","['五险一金', '周末双休', '提供午餐', '节日福利']","""本科""",4.0,5.0,4.5
主管会计,黑龙江丰迪环保科技有限公司,"[5.0, 5.0, 5.0]",哈尔滨-香坊区,民营公司,少于50人,['环保'],"['五险一金', '免费班车', '员工食堂', '全勤奖', '绩效奖金']","""本科""",5.0,5.0,5.0
新媒体主管,哈尔滨市南岗区艾德英语培训学校,"[5.0, 10.0, 7.5]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']","""本科""",5.0,10.0,7.5
置业顾问,黑龙江未来置业铭诚房地产开发有限公司,"[18.0, 24.0, 21.0]",哈尔滨-道里区,民营公司,150-500人,['房地产'],"['五险一金', '交通补贴', '餐饮补贴', '绩效奖金', '定期团建']","""大专""",18.0,24.0,21.0
注册造价师（有司法鉴定资格）,黑龙江利瑾海纳会计师事务所有限公司,"[7.0, 10.0, 8.5]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['做五休二', '周末双休', '五险一金', '绩效奖金', '节日福利', '交通补贴', '餐饮补贴', '加班补贴']","""本科""",7.0,10.0,8.5
资产评估助理,黑龙江利瑾海纳会计师事务所有限公司,"[2.0, 4.0, 3.0]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']","""本科""",2.0,4.0,3.0
注册会计师,黑龙江利瑾海纳会计师事务所有限公司,"[7.0, 10.0, 8.5]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['做五休二', '周末双休', '五险一金', '餐饮补贴']","""本科""",7.0,10.0,8.5
助理估价师,黑龙江利瑾海纳会计师事务所有限公司,"[2.0, 4.0, 3.0]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['五险一金', '餐饮补贴', '交通补贴', '通讯补贴']","""本科""",2.0,4.0,3.0
平面设计师,哈尔滨市南岗区艾德英语培训学校,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']","""本科""",5.0,7.0,6.0
前台行政,哈尔滨市南岗区艾德英语培训学校,"[2.0, 4.0, 3.0]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']","""大专""",2.0,4.0,3.0
前台行政,哈尔滨市南岗区艾德英语培训学校,"[3.0, 4.0, 3.5]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']","""大专""",3.0,4.0,3.5
新媒体营销策划,哈尔滨市南岗区艾德英语培训学校,"[4.0, 7.0, 5.5]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '年终奖金', '定期体检', '绩效奖金']","""本科""",4.0,7.0,5.5
注册造价师,黑龙江利瑾海纳会计师事务所有限公司,"[7.0, 10.0, 8.5]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['做五休二', '周末双休', '五险一金', '绩效奖金', '节日福利', '交通补贴', '餐饮补贴', '加班补贴']","""本科""",7.0,10.0,8.5
审计助理,黑龙江利瑾海纳会计师事务所有限公司,"[4.0, 5.0, 4.5]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['五险一金', '餐饮补贴', '交通补贴', '通讯补贴']","""本科""",4.0,5.0,4.5
文员,黑龙江利瑾海纳会计师事务所有限公司,"[2.0, 5.0, 3.5]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['做五休二', '五险一金', '包吃', '包三餐', '节日福利', '全勤奖', '绩效奖金', '交通补贴', '带薪年假', '弹性工作']","""本科""",2.0,5.0,3.5
资产评估师,黑龙江利瑾海纳会计师事务所有限公司,"[2.0, 5.0, 3.5]",哈尔滨,民营公司,50-150人,"['会计', '审计']","['五险一金', '餐饮补贴', '加班补助', '通讯补贴']","""本科""",2.0,5.0,3.5
学习管理师,哈尔滨市南岗区艾德英语培训学校,"[2.0, 12.0, 7.0]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '年终奖金', '定期体检']","""本科""",2.0,12.0,7.0
课程顾问,哈尔滨市南岗区艾德英语培训学校,"[7.0, 36.0, 21.5]",哈尔滨,民营公司,少于50人,"['教育', '培训', '院校']",[''],"""大专""",7.0,36.0,21.5
市场专员,哈尔滨市南岗区艾德英语培训学校,"[6.0, 10.0, 8.0]",哈尔滨-南岗区,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']","""本科""",6.0,10.0,8.0
企划文案,哈尔滨市南岗区艾德英语培训学校,"[4.0, 6.0, 5.0]",哈尔滨,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '绩效奖金', '年终奖金', '定期体检', '专业培训', '餐饮补贴', '通讯补贴']","""本科""",4.0,6.0,5.0
SAT\A-LEVEL教师,哈尔滨市南岗区艾德英语培训学校,"[5.0, 24.0, 14.5]",哈尔滨,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '交通补贴', '餐饮补贴', '专业培训', '年终奖金', '定期体检', '员工旅游']","""本科""",5.0,24.0,14.5
雅思\托福高级教师,哈尔滨市南岗区艾德英语培训学校,"[5.0, 24.0, 14.5]",哈尔滨,民营公司,少于50人,"['教育', '培训', '院校']","['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']","""本科""",5.0,24.0,14.5
国企双休高薪聘电话销售,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
国企高薪聘电话销售,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
高薪聘电话销售,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
中国人寿招销售待遇好五险一金,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
国企诚聘售后服务周末双休五险一金,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
央企双休职业经理人,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[10.0, 12.0, 11.0]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '五险一金', '绩效奖金', '全勤奖', '节日福利', '专业培训', '带薪年假']","""大专""",10.0,12.0,11.0
央企双休售后服务专员五险一金,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
500强企业国企售后服务专员,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
综合金融售后专员,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[10.0, 12.0, 11.0]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '专业培训']","""中专""",10.0,12.0,11.0
国企双休储备主管,中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,"[7.0, 10.0, 8.5]",哈尔滨-道里区,国企,10000人以上,['保险'],"['周末双休', '专业培训', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '旅游']","""大专""",7.0,10.0,8.5
